sample_id,category,split,question_type,difficulty,bus_system,scenario_id,human_authored,expert_validated,physics_valid,power_balance_error_MW,annotator_1,annotator_2,annotator_3,expert_mean,inter_rater_kappa,hallucination_flag,hallucination_category,bleu_score,rouge_l,bertscore,data_generation_method,creation_date
GO_0914,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0914,False,True,True,0.0,5,5,3,4.33,0.75,False,none,0.407,0.528,0.823,physics-constrained synthetic generation,2024-01-01
GO_0915,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0915,False,True,True,0.0,5,3,5,4.33,0.76,False,none,0.414,0.482,0.847,physics-constrained synthetic generation,2024-01-01
GO_0916,grid_operations,train,factual,easy,IEEE-14,SCN_GO_0916,False,True,True,0.0,4,3,4,3.67,0.81,False,none,0.33,0.504,0.844,physics-constrained synthetic generation,2024-01-01
GO_0917,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0917,False,True,True,0.0,5,5,5,5.0,0.82,False,none,0.335,0.497,0.848,physics-constrained synthetic generation,2024-01-01
GO_0918,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0918,False,True,True,0.0,3,3,4,3.33,0.74,False,none,0.376,0.426,0.847,physics-constrained synthetic generation,2024-01-01
GO_0919,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0919,False,True,True,0.0,5,4,3,4.0,0.76,False,none,0.312,0.463,0.821,physics-constrained synthetic generation,2024-01-01
GO_0920,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0920,False,True,True,0.0,4,4,4,4.0,0.79,False,none,0.333,0.515,0.833,physics-constrained synthetic generation,2024-01-01
GO_0921,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_0921,False,True,True,0.0,4,3,3,3.33,0.79,False,none,0.384,0.429,0.853,physics-constrained synthetic generation,2024-01-01
GO_0922,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0922,False,True,True,0.0,4,3,5,4.0,0.81,False,none,0.333,0.537,0.852,physics-constrained synthetic generation,2024-01-01
GO_0923,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0923,False,True,True,0.0,3,4,4,3.67,0.75,False,none,0.38,0.525,0.824,physics-constrained synthetic generation,2024-01-01
GO_0924,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0924,False,True,True,0.0,5,4,5,4.67,0.78,False,none,0.406,0.427,0.828,physics-constrained synthetic generation,2024-01-01
GO_0925,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0925,False,True,True,0.0,4,5,3,4.0,0.75,False,none,0.341,0.443,0.852,physics-constrained synthetic generation,2024-01-01
GO_0926,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0926,False,True,True,0.0,5,5,4,4.67,0.74,False,none,0.339,0.469,0.848,physics-constrained synthetic generation,2024-01-01
GO_0927,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_0927,False,True,True,0.0,4,4,3,3.67,0.76,False,none,0.333,0.523,0.836,physics-constrained synthetic generation,2024-01-01
GO_0928,grid_operations,train,factual,easy,IEEE-30,SCN_GO_0928,False,True,True,0.0,5,5,5,5.0,0.76,False,none,0.367,0.519,0.846,physics-constrained synthetic generation,2024-01-01
GO_0929,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0929,False,True,True,0.0,4,4,3,3.67,0.76,False,none,0.376,0.459,0.83,physics-constrained synthetic generation,2024-01-01
GO_0930,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0930,False,True,True,0.0,4,4,4,4.0,0.74,False,none,0.314,0.427,0.844,physics-constrained synthetic generation,2024-01-01
GO_0931,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0931,False,True,True,0.0,5,4,3,4.0,0.8,False,none,0.407,0.471,0.841,physics-constrained synthetic generation,2024-01-01
GO_0932,grid_operations,train,reasoning,medium,IEEE-14,SCN_GO_0932,False,True,True,0.0,4,3,4,3.67,0.8,False,none,0.405,0.513,0.854,physics-constrained synthetic generation,2024-01-01
GO_0933,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0933,False,True,True,0.0,4,3,5,4.0,0.83,False,none,0.375,0.499,0.839,physics-constrained synthetic generation,2024-01-01
GO_0934,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0934,False,True,True,0.0,5,4,3,4.0,0.79,False,none,0.373,0.483,0.832,physics-constrained synthetic generation,2024-01-01
GO_0935,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_0935,False,True,True,0.0,3,4,4,3.67,0.74,False,none,0.369,0.473,0.83,physics-constrained synthetic generation,2024-01-01
GO_0936,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0936,False,True,True,0.0,4,3,5,4.0,0.83,False,none,0.391,0.504,0.832,physics-constrained synthetic generation,2024-01-01
GO_0937,grid_operations,train,factual,easy,IEEE-30,SCN_GO_0937,False,True,True,0.0,5,3,4,4.0,0.83,False,none,0.363,0.498,0.834,physics-constrained synthetic generation,2024-01-01
GO_0938,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0938,False,True,True,0.0,5,5,4,4.67,0.75,False,none,0.336,0.433,0.825,physics-constrained synthetic generation,2024-01-01
GO_0939,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0939,False,True,True,0.0,5,3,5,4.33,0.76,False,none,0.335,0.499,0.856,physics-constrained synthetic generation,2024-01-01
GO_0940,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0940,False,True,True,0.0,3,5,3,3.67,0.76,False,none,0.37,0.438,0.837,physics-constrained synthetic generation,2024-01-01
GO_0941,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_0941,False,True,True,0.0,5,4,5,4.67,0.74,False,none,0.365,0.5,0.835,physics-constrained synthetic generation,2024-01-01
GO_0942,grid_operations,train,multi_step,hard,IEEE-14,SCN_GO_0942,False,True,True,0.0,4,5,5,4.67,0.83,False,none,0.376,0.439,0.823,physics-constrained synthetic generation,2024-01-01
GO_0943,grid_operations,train,factual,easy,IEEE-14,SCN_GO_0943,False,True,True,0.0,3,4,4,3.67,0.79,False,none,0.349,0.427,0.824,physics-constrained synthetic generation,2024-01-01
GO_0944,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0944,False,True,True,0.0,4,4,5,4.33,0.79,False,none,0.321,0.443,0.837,physics-constrained synthetic generation,2024-01-01
GO_0945,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0945,False,True,True,0.0,3,4,5,4.0,0.75,False,none,0.374,0.422,0.844,physics-constrained synthetic generation,2024-01-01
GO_0946,grid_operations,train,factual,easy,IEEE-14,SCN_GO_0946,False,True,True,0.0,4,3,4,3.67,0.82,False,none,0.333,0.493,0.839,physics-constrained synthetic generation,2024-01-01
GO_0947,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0947,False,True,True,0.0,5,5,4,4.67,0.77,False,none,0.413,0.527,0.836,physics-constrained synthetic generation,2024-01-01
GO_0948,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_0948,False,True,True,0.0,4,5,4,4.33,0.76,False,none,0.379,0.491,0.837,physics-constrained synthetic generation,2024-01-01
GO_0949,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0949,False,True,True,0.0,4,3,4,3.67,0.82,False,none,0.316,0.43,0.846,physics-constrained synthetic generation,2024-01-01
GO_0950,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_0950,False,True,True,0.0,5,4,5,4.67,0.74,False,none,0.411,0.431,0.857,physics-constrained synthetic generation,2024-01-01
GO_0951,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0951,False,True,True,0.0,3,4,3,3.33,0.84,False,none,0.377,0.489,0.832,physics-constrained synthetic generation,2024-01-01
GO_0952,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0952,False,True,True,0.0,3,5,4,4.0,0.75,False,none,0.345,0.477,0.855,physics-constrained synthetic generation,2024-01-01
GO_0953,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0953,False,True,True,0.0,3,4,3,3.33,0.77,False,none,0.334,0.486,0.849,physics-constrained synthetic generation,2024-01-01
GO_0954,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0954,False,True,True,0.0,4,3,5,4.0,0.79,False,none,0.399,0.507,0.834,physics-constrained synthetic generation,2024-01-01
GO_0955,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0955,False,True,True,0.0,5,3,4,4.0,0.79,False,none,0.345,0.471,0.847,physics-constrained synthetic generation,2024-01-01
GO_0956,grid_operations,train,reasoning,medium,IEEE-14,SCN_GO_0956,False,True,True,0.0,5,5,3,4.33,0.76,False,none,0.396,0.492,0.849,physics-constrained synthetic generation,2024-01-01
GO_0957,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_0957,False,True,True,0.0,3,5,4,4.0,0.79,False,none,0.317,0.472,0.841,physics-constrained synthetic generation,2024-01-01
GO_0958,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0958,False,True,True,0.0,5,5,4,4.67,0.83,False,none,0.312,0.428,0.844,physics-constrained synthetic generation,2024-01-01
GO_0959,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0959,False,True,True,0.0,4,4,5,4.33,0.78,False,none,0.316,0.424,0.854,physics-constrained synthetic generation,2024-01-01
GO_0960,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0960,False,True,True,0.0,5,3,3,3.67,0.79,False,none,0.411,0.443,0.829,physics-constrained synthetic generation,2024-01-01
GO_0961,grid_operations,train,factual,easy,IEEE-30,SCN_GO_0961,False,True,True,0.0,3,5,4,4.0,0.75,False,none,0.311,0.443,0.844,physics-constrained synthetic generation,2024-01-01
GO_0962,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_0962,False,True,True,0.0,5,3,5,4.33,0.77,False,none,0.376,0.435,0.84,physics-constrained synthetic generation,2024-01-01
GO_0963,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0963,False,True,True,0.0,3,3,5,3.67,0.83,False,none,0.343,0.469,0.832,physics-constrained synthetic generation,2024-01-01
GO_0964,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0964,False,True,True,0.0,5,5,3,4.33,0.75,False,none,0.32,0.538,0.851,physics-constrained synthetic generation,2024-01-01
GO_0965,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0965,False,True,True,0.0,4,3,3,3.33,0.76,False,none,0.359,0.43,0.827,physics-constrained synthetic generation,2024-01-01
GO_0966,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0966,False,True,True,0.0,5,3,5,4.33,0.8,False,none,0.343,0.425,0.838,physics-constrained synthetic generation,2024-01-01
GO_0967,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0967,False,True,True,0.0,3,3,4,3.33,0.76,False,none,0.402,0.476,0.821,physics-constrained synthetic generation,2024-01-01
GO_0968,grid_operations,train,reasoning,medium,IEEE-14,SCN_GO_0968,False,True,True,0.0,3,3,3,3.0,0.81,False,none,0.39,0.499,0.852,physics-constrained synthetic generation,2024-01-01
GO_0969,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0969,False,True,True,0.0,5,3,3,3.67,0.75,False,none,0.319,0.431,0.843,physics-constrained synthetic generation,2024-01-01
GO_0970,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0970,False,True,True,0.0,5,4,3,4.0,0.77,False,none,0.343,0.427,0.835,physics-constrained synthetic generation,2024-01-01
GO_0971,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0971,False,True,True,0.0,3,4,3,3.33,0.8,False,none,0.321,0.46,0.838,physics-constrained synthetic generation,2024-01-01
GO_0972,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0972,False,True,True,0.0,5,5,3,4.33,0.83,False,none,0.318,0.467,0.84,physics-constrained synthetic generation,2024-01-01
GO_0973,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0973,False,True,True,0.0,5,5,3,4.33,0.78,False,none,0.393,0.534,0.836,physics-constrained synthetic generation,2024-01-01
GO_0974,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0974,False,True,True,0.0,4,5,4,4.33,0.76,False,none,0.412,0.46,0.842,physics-constrained synthetic generation,2024-01-01
GO_0975,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_0975,False,True,True,0.0,5,5,3,4.33,0.78,False,none,0.338,0.471,0.835,physics-constrained synthetic generation,2024-01-01
GO_0976,grid_operations,train,factual,easy,IEEE-30,SCN_GO_0976,False,True,True,0.0,3,4,5,4.0,0.79,False,none,0.358,0.469,0.826,physics-constrained synthetic generation,2024-01-01
GO_0977,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0977,False,True,True,0.0,4,5,3,4.0,0.8,False,none,0.388,0.437,0.844,physics-constrained synthetic generation,2024-01-01
GO_0978,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0978,False,True,True,0.0,3,3,3,3.0,0.75,False,none,0.352,0.436,0.853,physics-constrained synthetic generation,2024-01-01
GO_0979,grid_operations,train,factual,easy,IEEE-30,SCN_GO_0979,False,True,True,0.0,5,3,4,4.0,0.8,False,none,0.371,0.533,0.833,physics-constrained synthetic generation,2024-01-01
GO_0980,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0980,False,True,True,0.0,4,3,5,4.0,0.77,False,none,0.363,0.466,0.835,physics-constrained synthetic generation,2024-01-01
GO_0981,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_0981,False,True,True,0.0,4,3,4,3.67,0.83,False,none,0.349,0.473,0.83,physics-constrained synthetic generation,2024-01-01
GO_0982,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0982,False,True,True,0.0,4,4,4,4.0,0.79,False,none,0.383,0.541,0.823,physics-constrained synthetic generation,2024-01-01
GO_0983,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0983,False,True,True,0.0,5,5,4,4.67,0.77,False,none,0.335,0.481,0.841,physics-constrained synthetic generation,2024-01-01
GO_0984,grid_operations,train,multi_step,hard,IEEE-14,SCN_GO_0984,False,True,True,0.0,5,3,3,3.67,0.78,False,none,0.406,0.441,0.844,physics-constrained synthetic generation,2024-01-01
GO_0985,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0985,False,True,True,0.0,5,5,3,4.33,0.83,False,none,0.37,0.457,0.847,physics-constrained synthetic generation,2024-01-01
GO_0986,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0986,False,True,True,0.0,4,5,5,4.67,0.77,False,none,0.374,0.466,0.849,physics-constrained synthetic generation,2024-01-01
GO_0987,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0987,False,True,True,0.0,4,3,5,4.0,0.78,False,none,0.366,0.501,0.852,physics-constrained synthetic generation,2024-01-01
GO_0988,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0988,False,True,True,0.0,4,4,4,4.0,0.78,False,none,0.332,0.522,0.838,physics-constrained synthetic generation,2024-01-01
GO_0989,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0989,False,True,True,0.0,3,3,3,3.0,0.74,False,none,0.342,0.491,0.825,physics-constrained synthetic generation,2024-01-01
GO_0990,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0990,False,True,True,0.0,5,4,3,4.0,0.76,False,none,0.33,0.497,0.854,physics-constrained synthetic generation,2024-01-01
GO_0991,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0991,False,True,True,0.0,3,4,3,3.33,0.79,False,none,0.359,0.455,0.833,physics-constrained synthetic generation,2024-01-01
GO_0992,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_0992,False,True,True,0.0,5,3,4,4.0,0.75,False,none,0.369,0.491,0.823,physics-constrained synthetic generation,2024-01-01
GO_0993,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0993,False,True,True,0.0,4,5,3,4.0,0.78,False,none,0.345,0.523,0.827,physics-constrained synthetic generation,2024-01-01
GO_0994,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0994,False,True,True,0.0,5,3,3,3.67,0.75,False,none,0.337,0.469,0.857,physics-constrained synthetic generation,2024-01-01
GO_0995,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_0995,False,True,True,0.0,3,4,3,3.33,0.78,False,none,0.368,0.542,0.852,physics-constrained synthetic generation,2024-01-01
GO_0996,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_0996,False,True,True,0.0,3,4,4,3.67,0.77,False,none,0.364,0.449,0.846,physics-constrained synthetic generation,2024-01-01
GO_0997,grid_operations,train,factual,easy,IEEE-118,SCN_GO_0997,False,True,True,0.0,3,3,5,3.67,0.82,False,none,0.351,0.468,0.824,physics-constrained synthetic generation,2024-01-01
GO_0998,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_0998,False,True,True,0.0,3,4,3,3.33,0.77,False,none,0.325,0.423,0.839,physics-constrained synthetic generation,2024-01-01
GO_0999,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_0999,False,True,True,0.0,5,3,4,4.0,0.82,False,none,0.311,0.434,0.832,physics-constrained synthetic generation,2024-01-01
GO_1000,grid_operations,train,factual,easy,IEEE-30,SCN_GO_1000,False,True,True,0.0,3,5,3,3.67,0.82,False,none,0.356,0.488,0.848,physics-constrained synthetic generation,2024-01-01
GO_1001,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1001,False,True,True,0.0,3,5,4,4.0,0.83,False,none,0.322,0.538,0.844,physics-constrained synthetic generation,2024-01-01
GO_1002,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1002,False,True,True,0.0,4,5,4,4.33,0.74,False,none,0.372,0.429,0.827,physics-constrained synthetic generation,2024-01-01
GO_1003,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1003,False,True,True,0.0,3,5,3,3.67,0.83,False,none,0.386,0.437,0.84,physics-constrained synthetic generation,2024-01-01
GO_1004,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_1004,False,True,True,0.0,4,5,4,4.33,0.82,False,none,0.405,0.483,0.833,physics-constrained synthetic generation,2024-01-01
GO_1005,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1005,False,True,True,0.0,5,5,5,5.0,0.8,False,none,0.411,0.452,0.836,physics-constrained synthetic generation,2024-01-01
GO_1006,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1006,False,True,True,0.0,4,4,3,3.67,0.75,False,none,0.32,0.516,0.835,physics-constrained synthetic generation,2024-01-01
GO_1007,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1007,False,True,True,0.0,4,3,5,4.0,0.83,False,none,0.346,0.521,0.836,physics-constrained synthetic generation,2024-01-01
GO_1008,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_1008,False,True,True,0.0,3,4,4,3.67,0.83,False,none,0.358,0.439,0.837,physics-constrained synthetic generation,2024-01-01
GO_1009,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1009,False,True,True,0.0,4,3,5,4.0,0.76,False,none,0.374,0.448,0.843,physics-constrained synthetic generation,2024-01-01
GO_1010,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1010,False,True,True,0.0,5,5,4,4.67,0.79,False,none,0.36,0.476,0.844,physics-constrained synthetic generation,2024-01-01
GO_1011,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1011,False,True,True,0.0,5,4,5,4.67,0.75,False,none,0.346,0.513,0.827,physics-constrained synthetic generation,2024-01-01
GO_1012,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1012,False,True,True,0.0,5,3,3,3.67,0.79,False,none,0.386,0.459,0.854,physics-constrained synthetic generation,2024-01-01
GO_1013,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1013,False,True,True,0.0,5,4,4,4.33,0.75,False,none,0.399,0.46,0.832,physics-constrained synthetic generation,2024-01-01
GO_1014,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1014,False,True,True,0.0,4,5,3,4.0,0.77,False,none,0.412,0.493,0.85,physics-constrained synthetic generation,2024-01-01
GO_1015,grid_operations,train,factual,easy,IEEE-30,SCN_GO_1015,False,True,True,0.0,4,4,3,3.67,0.79,False,none,0.375,0.488,0.851,physics-constrained synthetic generation,2024-01-01
GO_1016,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_1016,False,True,True,0.0,4,5,5,4.67,0.76,False,none,0.392,0.457,0.843,physics-constrained synthetic generation,2024-01-01
GO_1017,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_1017,False,True,True,0.0,4,5,3,4.0,0.83,False,none,0.345,0.435,0.846,physics-constrained synthetic generation,2024-01-01
GO_1018,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1018,False,True,True,0.0,5,4,3,4.0,0.81,False,none,0.391,0.469,0.839,physics-constrained synthetic generation,2024-01-01
GO_1019,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_1019,False,True,True,0.0,4,5,4,4.33,0.78,False,none,0.313,0.434,0.852,physics-constrained synthetic generation,2024-01-01
GO_1020,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1020,False,True,True,0.0,3,4,3,3.33,0.74,False,none,0.33,0.444,0.839,physics-constrained synthetic generation,2024-01-01
GO_1021,grid_operations,train,factual,easy,IEEE-30,SCN_GO_1021,False,True,True,0.0,3,5,3,3.67,0.76,False,none,0.414,0.515,0.857,physics-constrained synthetic generation,2024-01-01
GO_1022,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1022,False,True,True,0.0,3,3,5,3.67,0.75,False,none,0.348,0.528,0.828,physics-constrained synthetic generation,2024-01-01
GO_1023,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1023,False,True,True,0.0,4,3,3,3.33,0.76,False,none,0.37,0.459,0.835,physics-constrained synthetic generation,2024-01-01
GO_1024,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1024,False,True,True,0.0,4,3,5,4.0,0.82,False,none,0.407,0.485,0.828,physics-constrained synthetic generation,2024-01-01
GO_1025,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1025,False,True,True,0.0,4,5,5,4.67,0.81,False,none,0.34,0.486,0.829,physics-constrained synthetic generation,2024-01-01
GO_1026,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1026,False,True,True,0.0,4,3,5,4.0,0.79,False,none,0.412,0.507,0.848,physics-constrained synthetic generation,2024-01-01
GO_1027,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1027,False,True,True,0.0,4,5,4,4.33,0.76,False,none,0.382,0.52,0.836,physics-constrained synthetic generation,2024-01-01
GO_1028,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1028,False,True,True,0.0,4,3,4,3.67,0.79,False,none,0.391,0.54,0.823,physics-constrained synthetic generation,2024-01-01
GO_1029,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1029,False,True,True,0.0,3,4,5,4.0,0.8,False,none,0.345,0.534,0.83,physics-constrained synthetic generation,2024-01-01
GO_1030,grid_operations,train,factual,easy,IEEE-30,SCN_GO_1030,False,True,True,0.0,4,4,3,3.67,0.81,False,none,0.334,0.503,0.845,physics-constrained synthetic generation,2024-01-01
GO_1031,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1031,False,True,True,0.0,5,4,4,4.33,0.77,False,none,0.401,0.425,0.852,physics-constrained synthetic generation,2024-01-01
GO_1032,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1032,False,True,True,0.0,5,4,4,4.33,0.75,False,none,0.368,0.535,0.83,physics-constrained synthetic generation,2024-01-01
GO_1033,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1033,False,True,True,0.0,3,4,3,3.33,0.79,False,none,0.325,0.439,0.857,physics-constrained synthetic generation,2024-01-01
GO_1034,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1034,False,True,True,0.0,4,5,3,4.0,0.83,False,none,0.408,0.457,0.83,physics-constrained synthetic generation,2024-01-01
GO_1035,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1035,False,True,True,0.0,4,5,5,4.67,0.76,False,none,0.388,0.442,0.857,physics-constrained synthetic generation,2024-01-01
GO_1036,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1036,False,True,True,0.0,3,3,3,3.0,0.76,False,none,0.325,0.54,0.847,physics-constrained synthetic generation,2024-01-01
GO_1037,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_1037,False,True,True,0.0,4,3,4,3.67,0.78,False,none,0.393,0.49,0.851,physics-constrained synthetic generation,2024-01-01
GO_1038,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1038,False,True,True,0.0,3,5,4,4.0,0.81,False,none,0.354,0.53,0.848,physics-constrained synthetic generation,2024-01-01
GO_1039,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1039,False,True,True,0.0,4,4,4,4.0,0.75,False,none,0.375,0.469,0.843,physics-constrained synthetic generation,2024-01-01
GO_1040,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1040,False,True,True,0.0,3,3,4,3.33,0.77,False,none,0.323,0.498,0.847,physics-constrained synthetic generation,2024-01-01
GO_1041,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1041,False,True,True,0.0,5,5,4,4.67,0.81,False,none,0.378,0.529,0.834,physics-constrained synthetic generation,2024-01-01
GO_1042,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1042,False,True,True,0.0,5,4,5,4.67,0.81,False,none,0.369,0.422,0.856,physics-constrained synthetic generation,2024-01-01
GO_1043,grid_operations,train,reasoning,medium,IEEE-30,SCN_GO_1043,False,True,True,0.0,3,3,5,3.67,0.81,False,none,0.362,0.459,0.845,physics-constrained synthetic generation,2024-01-01
GO_1044,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_1044,False,True,True,0.0,5,4,5,4.67,0.76,False,none,0.388,0.528,0.844,physics-constrained synthetic generation,2024-01-01
GO_1045,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1045,False,True,True,0.0,4,4,4,4.0,0.83,False,none,0.322,0.5,0.823,physics-constrained synthetic generation,2024-01-01
GO_1046,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1046,False,True,True,0.0,5,4,4,4.33,0.76,False,none,0.409,0.527,0.837,physics-constrained synthetic generation,2024-01-01
GO_1047,grid_operations,train,multi_step,hard,IEEE-118,SCN_GO_1047,False,True,True,0.0,3,4,4,3.67,0.77,False,none,0.322,0.485,0.842,physics-constrained synthetic generation,2024-01-01
GO_1048,grid_operations,train,factual,easy,IEEE-118,SCN_GO_1048,False,True,True,0.0,4,5,4,4.33,0.81,False,none,0.369,0.464,0.833,physics-constrained synthetic generation,2024-01-01
GO_1049,grid_operations,train,reasoning,medium,IEEE-118,SCN_GO_1049,False,True,True,0.0,4,4,3,3.67,0.8,False,none,0.39,0.533,0.829,physics-constrained synthetic generation,2024-01-01
GO_1050,grid_operations,train,multi_step,hard,IEEE-30,SCN_GO_1050,False,True,True,0.0,3,4,3,3.33,0.75,False,none,0.332,0.525,0.845,physics-constrained synthetic generation,2024-01-01
GO_1051,grid_operations,val,factual,easy,IEEE-118,SCN_GO_1051,False,True,True,0.0,3,4,5,4.0,0.82,False,none,0.322,0.492,0.845,physics-constrained synthetic generation,2024-01-01
GO_1052,grid_operations,val,reasoning,medium,IEEE-30,SCN_GO_1052,False,True,True,0.0,4,5,5,4.67,0.83,False,none,0.326,0.453,0.828,physics-constrained synthetic generation,2024-01-01
GO_1053,grid_operations,val,multi_step,hard,IEEE-118,SCN_GO_1053,False,True,True,0.0,4,4,3,3.67,0.75,False,none,0.39,0.527,0.839,physics-constrained synthetic generation,2024-01-01
GO_1054,grid_operations,val,factual,easy,IEEE-118,SCN_GO_1054,False,True,True,0.0,4,5,5,4.67,0.75,False,none,0.364,0.539,0.833,physics-constrained synthetic generation,2024-01-01
